0 ,/, 3000 ,epoch,Train loss:, 6.841330, acc:, 0.175, Test loss:, 2.600423, acc:, 0.143,---, 0.0389, seconds ---
193 ,/, 3000 ,epoch,Train loss:, 0.162583, acc:, 0.925, Test loss:, 0.796227, acc:, 0.738,---, 0.0386, seconds ---
194 ,/, 3000 ,epoch,Train loss:, 0.224824, acc:, 0.900, Test loss:, 0.801499, acc:, 0.738,---, 0.0387, seconds ---
195 ,/, 3000 ,epoch,Train loss:, 0.272867, acc:, 0.850, Test loss:, 0.807700, acc:, 0.738,---, 0.0386, seconds ---
196 ,/, 3000 ,epoch,Train loss:, 0.356248, acc:, 0.875, Test loss:, 0.812495, acc:, 0.738,---, 0.0387, seconds ---
197 ,/, 3000 ,epoch,Train loss:, 0.302792, acc:, 0.850, Test loss:, 0.791580, acc:, 0.738,---, 0.0385, seconds ---
198 ,/, 3000 ,epoch,Train loss:, 0.305298, acc:, 0.875, Test loss:, 0.717861, acc:, 0.762,---, 0.0386, seconds ---
199 ,/, 3000 ,epoch,Train loss:, 0.181280, acc:, 0.950, Test loss:, 0.684747, acc:, 0.762,---, 0.0388, seconds ---
200 ,/, 3000 ,epoch,Train loss:, 0.315016, acc:, 0.900, Test loss:, 0.648980, acc:, 0.786,---, 0.0385, seconds ---
201 ,/, 3000 ,epoch,Train loss:, 0.102784, acc:, 0.950, Test loss:, 0.581200, acc:, 0.762,---, 0.0387, seconds ---
202 ,/, 3000 ,epoch,Train loss:, 0.225506, acc:, 0.950, Test loss:, 0.631133, acc:, 0.738,---, 0.0387, seconds ---
203 ,/, 3000 ,epoch,Train loss:, 0.185354, acc:, 0.925, Test loss:, 0.622650, acc:, 0.714,---, 0.0385, seconds ---
204 ,/, 3000 ,epoch,Train loss:, 0.306812, acc:, 0.875, Test loss:, 0.617036, acc:, 0.786,---, 0.0388, seconds ---
205 ,/, 3000 ,epoch,Train loss:, 0.210089, acc:, 0.950, Test loss:, 0.658410, acc:, 0.762,---, 0.0399, seconds ---
206 ,/, 3000 ,epoch,Train loss:, 0.235398, acc:, 0.900, Test loss:, 0.732819, acc:, 0.762,---, 0.0389, seconds ---
207 ,/, 3000 ,epoch,Train loss:, 0.205154, acc:, 0.950, Test loss:, 0.822500, acc:, 0.690,---, 0.0387, seconds ---
208 ,/, 3000 ,epoch,Train loss:, 0.282805, acc:, 0.875, Test loss:, 0.787304, acc:, 0.762,---, 0.0388, seconds ---
209 ,/, 3000 ,epoch,Train loss:, 0.294683, acc:, 0.900, Test loss:, 0.747302, acc:, 0.762,---, 0.0385, seconds ---
210 ,/, 3000 ,epoch,Train loss:, 0.305767, acc:, 0.900, Test loss:, 0.767868, acc:, 0.714,---, 0.0386, seconds ---
211 ,/, 3000 ,epoch,Train loss:, 0.252490, acc:, 0.875, Test loss:, 0.698936, acc:, 0.762,---, 0.0386, seconds ---
212 ,/, 3000 ,epoch,Train loss:, 0.297073, acc:, 0.850, Test loss:, 0.702825, acc:, 0.762,---, 0.0387, seconds ---
213 ,/, 3000 ,epoch,Train loss:, 0.323578, acc:, 0.850, Test loss:, 0.662571, acc:, 0.714,---, 0.0386, seconds ---
214 ,/, 3000 ,epoch,Train loss:, 0.352646, acc:, 0.875, Test loss:, 0.691268, acc:, 0.738,---, 0.0385, seconds ---
215 ,/, 3000 ,epoch,Train loss:, 0.186435, acc:, 0.950, Test loss:, 0.723718, acc:, 0.714,---, 0.0385, seconds ---
216 ,/, 3000 ,epoch,Train loss:, 0.359234, acc:, 0.875, Test loss:, 0.717403, acc:, 0.690,---, 0.0386, seconds ---
217 ,/, 3000 ,epoch,Train loss:, 0.359904, acc:, 0.825, Test loss:, 0.732823, acc:, 0.714,---, 0.0385, seconds ---
218 ,/, 3000 ,epoch,Train loss:, 0.206075, acc:, 0.875, Test loss:, 0.803199, acc:, 0.714,---, 0.0384, seconds ---
219 ,/, 3000 ,epoch,Train loss:, 0.355443, acc:, 0.800, Test loss:, 0.712019, acc:, 0.738,---, 0.0385, seconds ---
220 ,/, 3000 ,epoch,Train loss:, 0.243527, acc:, 0.900, Test loss:, 0.635296, acc:, 0.738,---, 0.0385, seconds ---
221 ,/, 3000 ,epoch,Train loss:, 0.227966, acc:, 0.925, Test loss:, 0.572227, acc:, 0.738,---, 0.0385, seconds ---
222 ,/, 3000 ,epoch,Train loss:, 0.193734, acc:, 0.925, Test loss:, 0.618298, acc:, 0.762,---, 0.0386, seconds ---
223 ,/, 3000 ,epoch,Train loss:, 0.186996, acc:, 0.950, Test loss:, 0.634812, acc:, 0.738,---, 0.0385, seconds ---
224 ,/, 3000 ,epoch,Train loss:, 0.186076, acc:, 0.950, Test loss:, 0.691792, acc:, 0.738,---, 0.0386, seconds ---
225 ,/, 3000 ,epoch,Train loss:, 0.329289, acc:, 0.850, Test loss:, 0.737261, acc:, 0.714,---, 0.0387, seconds ---
226 ,/, 3000 ,epoch,Train loss:, 0.157704, acc:, 1.000, Test loss:, 0.704694, acc:, 0.738,---, 0.0387, seconds ---
227 ,/, 3000 ,epoch,Train loss:, 0.204656, acc:, 0.925, Test loss:, 0.682406, acc:, 0.762,---, 0.0387, seconds ---
228 ,/, 3000 ,epoch,Train loss:, 0.135178, acc:, 0.950, Test loss:, 0.697220, acc:, 0.786,---, 0.0385, seconds ---
229 ,/, 3000 ,epoch,Train loss:, 0.196709, acc:, 0.950, Test loss:, 0.782463, acc:, 0.786,---, 0.0385, seconds ---
230 ,/, 3000 ,epoch,Train loss:, 0.308401, acc:, 0.900, Test loss:, 0.789470, acc:, 0.762,---, 0.0387, seconds ---
231 ,/, 3000 ,epoch,Train loss:, 0.131764, acc:, 0.950, Test loss:, 0.881077, acc:, 0.762,---, 0.0388, seconds ---
232 ,/, 3000 ,epoch,Train loss:, 0.292235, acc:, 0.850, Test loss:, 0.850944, acc:, 0.762,---, 0.0385, seconds ---
233 ,/, 3000 ,epoch,Train loss:, 0.204551, acc:, 0.900, Test loss:, 0.874622, acc:, 0.738,---, 0.0387, seconds ---
234 ,/, 3000 ,epoch,Train loss:, 0.220506, acc:, 0.900, Test loss:, 0.773950, acc:, 0.738,---, 0.0385, seconds ---
235 ,/, 3000 ,epoch,Train loss:, 0.214188, acc:, 0.925, Test loss:, 0.812459, acc:, 0.714,---, 0.0388, seconds ---
236 ,/, 3000 ,epoch,Train loss:, 0.218089, acc:, 0.900, Test loss:, 0.761520, acc:, 0.738,---, 0.0388, seconds ---
237 ,/, 3000 ,epoch,Train loss:, 0.267677, acc:, 0.900, Test loss:, 0.708295, acc:, 0.762,---, 0.0390, seconds ---
238 ,/, 3000 ,epoch,Train loss:, 0.157786, acc:, 0.950, Test loss:, 0.654349, acc:, 0.762,---, 0.0388, seconds ---
239 ,/, 3000 ,epoch,Train loss:, 0.231714, acc:, 0.950, Test loss:, 0.638547, acc:, 0.786,---, 0.0384, seconds ---
240 ,/, 3000 ,epoch,Train loss:, 0.169987, acc:, 0.950, Test loss:, 0.676614, acc:, 0.786,---, 0.0385, seconds ---
241 ,/, 3000 ,epoch,Train loss:, 0.195838, acc:, 0.925, Test loss:, 0.702707, acc:, 0.762,---, 0.0386, seconds ---
242 ,/, 3000 ,epoch,Train loss:, 0.243048, acc:, 0.900, Test loss:, 0.737268, acc:, 0.762,---, 0.0386, seconds ---
243 ,/, 3000 ,epoch,Train loss:, 0.168204, acc:, 0.925, Test loss:, 0.748035, acc:, 0.762,---, 0.0385, seconds ---
244 ,/, 3000 ,epoch,Train loss:, 0.121707, acc:, 0.975, Test loss:, 0.767959, acc:, 0.762,---, 0.0385, seconds ---
245 ,/, 3000 ,epoch,Train loss:, 0.164251, acc:, 0.950, Test loss:, 0.783142, acc:, 0.762,---, 0.0385, seconds ---
246 ,/, 3000 ,epoch,Train loss:, 0.199738, acc:, 0.925, Test loss:, 0.777783, acc:, 0.762,---, 0.0386, seconds ---
247 ,/, 3000 ,epoch,Train loss:, 0.213689, acc:, 0.950, Test loss:, 0.784995, acc:, 0.762,---, 0.0386, seconds ---
248 ,/, 3000 ,epoch,Train loss:, 0.162347, acc:, 0.925, Test loss:, 0.744678, acc:, 0.762,---, 0.0385, seconds ---
249 ,/, 3000 ,epoch,Train loss:, 0.111351, acc:, 0.950, Test loss:, 0.731120, acc:, 0.762,---, 0.0386, seconds ---
250 ,/, 3000 ,epoch,Train loss:, 0.130706, acc:, 0.925, Test loss:, 0.712277, acc:, 0.762,---, 0.0385, seconds ---
251 ,/, 3000 ,epoch,Train loss:, 0.156929, acc:, 0.975, Test loss:, 0.690896, acc:, 0.762,---, 0.0385, seconds ---
252 ,/, 3000 ,epoch,Train loss:, 0.075657, acc:, 1.000, Test loss:, 0.681604, acc:, 0.762,---, 0.0386, seconds ---
253 ,/, 3000 ,epoch,Train loss:, 0.126359, acc:, 0.975, Test loss:, 0.729103, acc:, 0.738,---, 0.0386, seconds ---
254 ,/, 3000 ,epoch,Train loss:, 0.130039, acc:, 0.975, Test loss:, 0.758855, acc:, 0.762,---, 0.0384, seconds ---
255 ,/, 3000 ,epoch,Train loss:, 0.166006, acc:, 0.925, Test loss:, 0.767898, acc:, 0.762,---, 0.0386, seconds ---
256 ,/, 3000 ,epoch,Train loss:, 0.055520, acc:, 1.000, Test loss:, 0.749752, acc:, 0.786,---, 0.0385, seconds ---
257 ,/, 3000 ,epoch,Train loss:, 0.147468, acc:, 0.900, Test loss:, 0.737463, acc:, 0.810,---, 0.0384, seconds ---
258 ,/, 3000 ,epoch,Train loss:, 0.132799, acc:, 0.975, Test loss:, 0.754043, acc:, 0.810,---, 0.0391, seconds ---
259 ,/, 3000 ,epoch,Train loss:, 0.070924, acc:, 1.000, Test loss:, 0.738978, acc:, 0.810,---, 0.0390, seconds ---
260 ,/, 3000 ,epoch,Train loss:, 0.266426, acc:, 0.875, Test loss:, 0.717491, acc:, 0.810,---, 0.0386, seconds ---
261 ,/, 3000 ,epoch,Train loss:, 0.119315, acc:, 0.950, Test loss:, 0.665657, acc:, 0.810,---, 0.0386, seconds ---
262 ,/, 3000 ,epoch,Train loss:, 0.149643, acc:, 0.950, Test loss:, 0.569244, acc:, 0.833,---, 0.0386, seconds ---
263 ,/, 3000 ,epoch,Train loss:, 0.107667, acc:, 0.950, Test loss:, 0.808830, acc:, 0.762,---, 0.0386, seconds ---
264 ,/, 3000 ,epoch,Train loss:, 0.089206, acc:, 1.000, Test loss:, 0.861367, acc:, 0.738,---, 0.0386, seconds ---
265 ,/, 3000 ,epoch,Train loss:, 0.181805, acc:, 0.875, Test loss:, 0.875220, acc:, 0.738,---, 0.0385, seconds ---
266 ,/, 3000 ,epoch,Train loss:, 0.036391, acc:, 1.000, Test loss:, 0.870928, acc:, 0.738,---, 0.0387, seconds ---
267 ,/, 3000 ,epoch,Train loss:, 0.146430, acc:, 0.975, Test loss:, 0.851548, acc:, 0.786,---, 0.0384, seconds ---
268 ,/, 3000 ,epoch,Train loss:, 0.086480, acc:, 0.975, Test loss:, 0.847909, acc:, 0.786,---, 0.0384, seconds ---
269 ,/, 3000 ,epoch,Train loss:, 0.054500, acc:, 1.000, Test loss:, 0.851379, acc:, 0.786,---, 0.0386, seconds ---
270 ,/, 3000 ,epoch,Train loss:, 0.097277, acc:, 0.975, Test loss:, 0.833649, acc:, 0.762,---, 0.0384, seconds ---
271 ,/, 3000 ,epoch,Train loss:, 0.193969, acc:, 0.950, Test loss:, 0.799363, acc:, 0.810,---, 0.0385, seconds ---
272 ,/, 3000 ,epoch,Train loss:, 0.163151, acc:, 0.950, Test loss:, 0.799193, acc:, 0.762,---, 0.0386, seconds ---
273 ,/, 3000 ,epoch,Train loss:, 0.111019, acc:, 0.950, Test loss:, 0.740446, acc:, 0.762,---, 0.0385, seconds ---
274 ,/, 3000 ,epoch,Train loss:, 0.080702, acc:, 1.000, Test loss:, 0.727508, acc:, 0.738,---, 0.0387, seconds ---
275 ,/, 3000 ,epoch,Train loss:, 0.236103, acc:, 0.900, Test loss:, 0.700970, acc:, 0.738,---, 0.0386, seconds ---
276 ,/, 3000 ,epoch,Train loss:, 0.148556, acc:, 0.950, Test loss:, 0.662236, acc:, 0.762,---, 0.0386, seconds ---
277 ,/, 3000 ,epoch,Train loss:, 0.156489, acc:, 0.950, Test loss:, 0.694565, acc:, 0.714,---, 0.0385, seconds ---
278 ,/, 3000 ,epoch,Train loss:, 0.184747, acc:, 0.900, Test loss:, 0.709707, acc:, 0.714,---, 0.0387, seconds ---
279 ,/, 3000 ,epoch,Train loss:, 0.192931, acc:, 0.925, Test loss:, 0.755480, acc:, 0.714,---, 0.0385, seconds ---
280 ,/, 3000 ,epoch,Train loss:, 0.149721, acc:, 0.925, Test loss:, 0.808017, acc:, 0.714,---, 0.0387, seconds ---
281 ,/, 3000 ,epoch,Train loss:, 0.231070, acc:, 0.925, Test loss:, 0.882123, acc:, 0.738,---, 0.0387, seconds ---
282 ,/, 3000 ,epoch,Train loss:, 0.084729, acc:, 0.975, Test loss:, 0.930972, acc:, 0.738,---, 0.0385, seconds ---
283 ,/, 3000 ,epoch,Train loss:, 0.178477, acc:, 0.950, Test loss:, 0.878052, acc:, 0.786,---, 0.0385, seconds ---
284 ,/, 3000 ,epoch,Train loss:, 0.118415, acc:, 0.975, Test loss:, 0.817148, acc:, 0.810,---, 0.0386, seconds ---
285 ,/, 3000 ,epoch,Train loss:, 0.144352, acc:, 0.925, Test loss:, 0.751873, acc:, 0.810,---, 0.0385, seconds ---
286 ,/, 3000 ,epoch,Train loss:, 0.203954, acc:, 0.900, Test loss:, 0.709582, acc:, 0.810,---, 0.0385, seconds ---
287 ,/, 3000 ,epoch,Train loss:, 0.092611, acc:, 0.975, Test loss:, 0.693973, acc:, 0.786,---, 0.0385, seconds ---
288 ,/, 3000 ,epoch,Train loss:, 0.152378, acc:, 0.950, Test loss:, 0.728012, acc:, 0.786,---, 0.0386, seconds ---
289 ,/, 3000 ,epoch,Train loss:, 0.138052, acc:, 0.950, Test loss:, 0.733633, acc:, 0.833,---, 0.0390, seconds ---
290 ,/, 3000 ,epoch,Train loss:, 0.138092, acc:, 0.950, Test loss:, 0.735286, acc:, 0.833,---, 0.0385, seconds ---
291 ,/, 3000 ,epoch,Train loss:, 0.087227, acc:, 1.000, Test loss:, 0.746547, acc:, 0.833,---, 0.0385, seconds ---
292 ,/, 3000 ,epoch,Train loss:, 0.101070, acc:, 1.000, Test loss:, 0.769724, acc:, 0.833,---, 0.0385, seconds ---
293 ,/, 3000 ,epoch,Train loss:, 0.062210, acc:, 1.000, Test loss:, 0.881189, acc:, 0.810,---, 0.0384, seconds ---
294 ,/, 3000 ,epoch,Train loss:, 0.129760, acc:, 0.950, Test loss:, 0.831589, acc:, 0.833,---, 0.0385, seconds ---
295 ,/, 3000 ,epoch,Train loss:, 0.179700, acc:, 0.975, Test loss:, 0.833454, acc:, 0.810,---, 0.0387, seconds ---
296 ,/, 3000 ,epoch,Train loss:, 0.164508, acc:, 0.950, Test loss:, 0.820954, acc:, 0.810,---, 0.0386, seconds ---
297 ,/, 3000 ,epoch,Train loss:, 0.137272, acc:, 0.925, Test loss:, 0.804637, acc:, 0.833,---, 0.0384, seconds ---
298 ,/, 3000 ,epoch,Train loss:, 0.133408, acc:, 0.925, Test loss:, 0.743787, acc:, 0.810,---, 0.0385, seconds ---
299 ,/, 3000 ,epoch,Train loss:, 0.114615, acc:, 0.975, Test loss:, 0.753379, acc:, 0.810,---, 0.0386, seconds ---
300 ,/, 3000 ,epoch,Train loss:, 0.034291, acc:, 1.000, Test loss:, 0.764148, acc:, 0.786,---, 0.0387, seconds ---
301 ,/, 3000 ,epoch,Train loss:, 0.060185, acc:, 1.000, Test loss:, 0.776089, acc:, 0.786,---, 0.0385, seconds ---
302 ,/, 3000 ,epoch,Train loss:, 0.186391, acc:, 0.900, Test loss:, 0.781305, acc:, 0.762,---, 0.0385, seconds ---
303 ,/, 3000 ,epoch,Train loss:, 0.154023, acc:, 0.900, Test loss:, 0.789664, acc:, 0.762,---, 0.0386, seconds ---
304 ,/, 3000 ,epoch,Train loss:, 0.089635, acc:, 0.975, Test loss:, 0.895939, acc:, 0.810,---, 0.0384, seconds ---
305 ,/, 3000 ,epoch,Train loss:, 0.283963, acc:, 0.925, Test loss:, 0.954040, acc:, 0.786,---, 0.0386, seconds ---
306 ,/, 3000 ,epoch,Train loss:, 0.063206, acc:, 1.000, Test loss:, 0.943368, acc:, 0.786,---, 0.0385, seconds ---
307 ,/, 3000 ,epoch,Train loss:, 0.077611, acc:, 1.000, Test loss:, 0.978577, acc:, 0.786,---, 0.0384, seconds ---
308 ,/, 3000 ,epoch,Train loss:, 0.118655, acc:, 0.950, Test loss:, 0.898063, acc:, 0.810,---, 0.0386, seconds ---
309 ,/, 3000 ,epoch,Train loss:, 0.066425, acc:, 1.000, Test loss:, 0.879236, acc:, 0.810,---, 0.0384, seconds ---
310 ,/, 3000 ,epoch,Train loss:, 0.185684, acc:, 0.925, Test loss:, 0.832949, acc:, 0.810,---, 0.0385, seconds ---
311 ,/, 3000 ,epoch,Train loss:, 0.146458, acc:, 0.950, Test loss:, 0.805223, acc:, 0.833,---, 0.0387, seconds ---
312 ,/, 3000 ,epoch,Train loss:, 0.238718, acc:, 0.900, Test loss:, 0.737247, acc:, 0.833,---, 0.0383, seconds ---
313 ,/, 3000 ,epoch,Train loss:, 0.203332, acc:, 0.900, Test loss:, 0.710964, acc:, 0.833,---, 0.0385, seconds ---
314 ,/, 3000 ,epoch,Train loss:, 0.248259, acc:, 0.950, Test loss:, 0.728110, acc:, 0.810,---, 0.0384, seconds ---
315 ,/, 3000 ,epoch,Train loss:, 0.046926, acc:, 1.000, Test loss:, 0.769774, acc:, 0.762,---, 0.0387, seconds ---
316 ,/, 3000 ,epoch,Train loss:, 0.272923, acc:, 0.900, Test loss:, 0.757675, acc:, 0.762,---, 0.0386, seconds ---
317 ,/, 3000 ,epoch,Train loss:, 0.142989, acc:, 0.950, Test loss:, 0.689825, acc:, 0.786,---, 0.0384, seconds ---
318 ,/, 3000 ,epoch,Train loss:, 0.114272, acc:, 0.975, Test loss:, 0.664812, acc:, 0.833,---, 0.0386, seconds ---
319 ,/, 3000 ,epoch,Train loss:, 0.185971, acc:, 0.950, Test loss:, 0.630481, acc:, 0.833,---, 0.0385, seconds ---
320 ,/, 3000 ,epoch,Train loss:, 0.103069, acc:, 0.975, Test loss:, 0.620293, acc:, 0.833,---, 0.0385, seconds ---
321 ,/, 3000 ,epoch,Train loss:, 0.082228, acc:, 0.975, Test loss:, 0.544490, acc:, 0.810,---, 0.0385, seconds ---
322 ,/, 3000 ,epoch,Train loss:, 0.057408, acc:, 1.000, Test loss:, 0.556881, acc:, 0.833,---, 0.0385, seconds ---
323 ,/, 3000 ,epoch,Train loss:, 0.122303, acc:, 0.950, Test loss:, 0.674852, acc:, 0.833,---, 0.0385, seconds ---
324 ,/, 3000 ,epoch,Train loss:, 0.082481, acc:, 0.975, Test loss:, 0.683879, acc:, 0.810,---, 0.0385, seconds ---
325 ,/, 3000 ,epoch,Train loss:, 0.115987, acc:, 0.950, Test loss:, 0.637007, acc:, 0.833,---, 0.0384, seconds ---
326 ,/, 3000 ,epoch,Train loss:, 0.179642, acc:, 0.925, Test loss:, 0.728363, acc:, 0.833,---, 0.0386, seconds ---
327 ,/, 3000 ,epoch,Train loss:, 0.037315, acc:, 1.000, Test loss:, 0.795358, acc:, 0.833,---, 0.0390, seconds ---
328 ,/, 3000 ,epoch,Train loss:, 0.181380, acc:, 0.925, Test loss:, 0.777574, acc:, 0.833,---, 0.0386, seconds ---
329 ,/, 3000 ,epoch,Train loss:, 0.165934, acc:, 0.950, Test loss:, 0.737679, acc:, 0.833,---, 0.0385, seconds ---
330 ,/, 3000 ,epoch,Train loss:, 0.081700, acc:, 1.000, Test loss:, 0.756907, acc:, 0.786,---, 0.0386, seconds ---
331 ,/, 3000 ,epoch,Train loss:, 0.068534, acc:, 0.975, Test loss:, 0.723700, acc:, 0.810,---, 0.0388, seconds ---
332 ,/, 3000 ,epoch,Train loss:, 0.074301, acc:, 0.975, Test loss:, 0.721414, acc:, 0.786,---, 0.0383, seconds ---
333 ,/, 3000 ,epoch,Train loss:, 0.044328, acc:, 1.000, Test loss:, 0.746829, acc:, 0.786,---, 0.0385, seconds ---
334 ,/, 3000 ,epoch,Train loss:, 0.098514, acc:, 0.975, Test loss:, 0.759140, acc:, 0.786,---, 0.0387, seconds ---
335 ,/, 3000 ,epoch,Train loss:, 0.156074, acc:, 0.925, Test loss:, 0.812284, acc:, 0.786,---, 0.0385, seconds ---
336 ,/, 3000 ,epoch,Train loss:, 0.131574, acc:, 0.950, Test loss:, 0.783651, acc:, 0.786,---, 0.0386, seconds ---
337 ,/, 3000 ,epoch,Train loss:, 0.038200, acc:, 1.000, Test loss:, 0.905427, acc:, 0.762,---, 0.0385, seconds ---
338 ,/, 3000 ,epoch,Train loss:, 0.163741, acc:, 0.950, Test loss:, 0.919591, acc:, 0.786,---, 0.0385, seconds ---
339 ,/, 3000 ,epoch,Train loss:, 0.121685, acc:, 0.975, Test loss:, 0.948415, acc:, 0.786,---, 0.0385, seconds ---
340 ,/, 3000 ,epoch,Train loss:, 0.062596, acc:, 1.000, Test loss:, 0.953805, acc:, 0.786,---, 0.0385, seconds ---
341 ,/, 3000 ,epoch,Train loss:, 0.114333, acc:, 0.950, Test loss:, 0.882933, acc:, 0.786,---, 0.0389, seconds ---
342 ,/, 3000 ,epoch,Train loss:, 0.060143, acc:, 1.000, Test loss:, 0.801999, acc:, 0.786,---, 0.0388, seconds ---
343 ,/, 3000 ,epoch,Train loss:, 0.092206, acc:, 0.975, Test loss:, 0.783953, acc:, 0.786,---, 0.0385, seconds ---
344 ,/, 3000 ,epoch,Train loss:, 0.054303, acc:, 1.000, Test loss:, 0.813713, acc:, 0.786,---, 0.0386, seconds ---
345 ,/, 3000 ,epoch,Train loss:, 0.086451, acc:, 0.975, Test loss:, 0.836590, acc:, 0.786,---, 0.0385, seconds ---
346 ,/, 3000 ,epoch,Train loss:, 0.074976, acc:, 0.975, Test loss:, 0.952297, acc:, 0.786,---, 0.0386, seconds ---
347 ,/, 3000 ,epoch,Train loss:, 0.024395, acc:, 1.000, Test loss:, 1.057580, acc:, 0.738,---, 0.0386, seconds ---
348 ,/, 3000 ,epoch,Train loss:, 0.172097, acc:, 0.925, Test loss:, 1.201508, acc:, 0.714,---, 0.0384, seconds ---
349 ,/, 3000 ,epoch,Train loss:, 0.076023, acc:, 0.975, Test loss:, 1.322374, acc:, 0.714,---, 0.0386, seconds ---
350 ,/, 3000 ,epoch,Train loss:, 0.150431, acc:, 0.975, Test loss:, 1.187589, acc:, 0.762,---, 0.0384, seconds ---
351 ,/, 3000 ,epoch,Train loss:, 0.074828, acc:, 1.000, Test loss:, 0.989792, acc:, 0.786,---, 0.0385, seconds ---
352 ,/, 3000 ,epoch,Train loss:, 0.094221, acc:, 0.950, Test loss:, 0.919742, acc:, 0.786,---, 0.0387, seconds ---
353 ,/, 3000 ,epoch,Train loss:, 0.014470, acc:, 1.000, Test loss:, 0.864459, acc:, 0.762,---, 0.0385, seconds ---
354 ,/, 3000 ,epoch,Train loss:, 0.101355, acc:, 0.975, Test loss:, 0.814257, acc:, 0.786,---, 0.0384, seconds ---
355 ,/, 3000 ,epoch,Train loss:, 0.126963, acc:, 0.950, Test loss:, 0.793138, acc:, 0.786,---, 0.0386, seconds ---
356 ,/, 3000 ,epoch,Train loss:, 0.151975, acc:, 0.925, Test loss:, 0.792389, acc:, 0.738,---, 0.0384, seconds ---
357 ,/, 3000 ,epoch,Train loss:, 0.129032, acc:, 0.975, Test loss:, 0.909506, acc:, 0.714,---, 0.0385, seconds ---
358 ,/, 3000 ,epoch,Train loss:, 0.102602, acc:, 0.975, Test loss:, 0.896242, acc:, 0.762,---, 0.0386, seconds ---
359 ,/, 3000 ,epoch,Train loss:, 0.165092, acc:, 0.900, Test loss:, 0.846178, acc:, 0.786,---, 0.0386, seconds ---
360 ,/, 3000 ,epoch,Train loss:, 0.060032, acc:, 0.975, Test loss:, 0.816621, acc:, 0.810,---, 0.0386, seconds ---
361 ,/, 3000 ,epoch,Train loss:, 0.069572, acc:, 0.975, Test loss:, 0.830343, acc:, 0.810,---, 0.0384, seconds ---
362 ,/, 3000 ,epoch,Train loss:, 0.125139, acc:, 0.950, Test loss:, 0.816787, acc:, 0.786,---, 0.0386, seconds ---
363 ,/, 3000 ,epoch,Train loss:, 0.076828, acc:, 0.975, Test loss:, 0.839019, acc:, 0.762,---, 0.0385, seconds ---
364 ,/, 3000 ,epoch,Train loss:, 0.213694, acc:, 0.900, Test loss:, 0.807419, acc:, 0.762,---, 0.0385, seconds ---
365 ,/, 3000 ,epoch,Train loss:, 0.132040, acc:, 0.950, Test loss:, 0.992515, acc:, 0.786,---, 0.0385, seconds ---
366 ,/, 3000 ,epoch,Train loss:, 0.009391, acc:, 1.000, Test loss:, 0.859460, acc:, 0.857,---, 0.0385, seconds ---
367 ,/, 3000 ,epoch,Train loss:, 0.076079, acc:, 0.975, Test loss:, 0.817685, acc:, 0.810,---, 0.0387, seconds ---
368 ,/, 3000 ,epoch,Train loss:, 0.035216, acc:, 1.000, Test loss:, 0.819496, acc:, 0.810,---, 0.0385, seconds ---
369 ,/, 3000 ,epoch,Train loss:, 0.037812, acc:, 0.975, Test loss:, 0.823440, acc:, 0.786,---, 0.0385, seconds ---
370 ,/, 3000 ,epoch,Train loss:, 0.058336, acc:, 1.000, Test loss:, 0.846283, acc:, 0.762,---, 0.0385, seconds ---
371 ,/, 3000 ,epoch,Train loss:, 0.146138, acc:, 0.950, Test loss:, 0.864654, acc:, 0.762,---, 0.0384, seconds ---
372 ,/, 3000 ,epoch,Train loss:, 0.122911, acc:, 0.950, Test loss:, 0.849776, acc:, 0.786,---, 0.0384, seconds ---
373 ,/, 3000 ,epoch,Train loss:, 0.066247, acc:, 0.950, Test loss:, 0.814945, acc:, 0.786,---, 0.0385, seconds ---
374 ,/, 3000 ,epoch,Train loss:, 0.114965, acc:, 0.975, Test loss:, 0.862492, acc:, 0.762,---, 0.0386, seconds ---
375 ,/, 3000 ,epoch,Train loss:, 0.056430, acc:, 0.975, Test loss:, 0.870129, acc:, 0.714,---, 0.0386, seconds ---
376 ,/, 3000 ,epoch,Train loss:, 0.035056, acc:, 1.000, Test loss:, 0.867136, acc:, 0.786,---, 0.0384, seconds ---
377 ,/, 3000 ,epoch,Train loss:, 0.103652, acc:, 0.950, Test loss:, 0.899689, acc:, 0.738,---, 0.0385, seconds ---
378 ,/, 3000 ,epoch,Train loss:, 0.081343, acc:, 0.975, Test loss:, 0.886654, acc:, 0.762,---, 0.0385, seconds ---
379 ,/, 3000 ,epoch,Train loss:, 0.047982, acc:, 0.975, Test loss:, 0.861489, acc:, 0.738,---, 0.0385, seconds ---
380 ,/, 3000 ,epoch,Train loss:, 0.158094, acc:, 0.900, Test loss:, 0.827777, acc:, 0.786,---, 0.0385, seconds ---
381 ,/, 3000 ,epoch,Train loss:, 0.030918, acc:, 0.975, Test loss:, 0.797431, acc:, 0.810,---, 0.0387, seconds ---
382 ,/, 3000 ,epoch,Train loss:, 0.087898, acc:, 0.950, Test loss:, 0.875590, acc:, 0.714,---, 0.0383, seconds ---
383 ,/, 3000 ,epoch,Train loss:, 0.051631, acc:, 0.975, Test loss:, 0.876952, acc:, 0.738,---, 0.0387, seconds ---
384 ,/, 3000 ,epoch,Train loss:, 0.066969, acc:, 0.975, Test loss:, 0.845386, acc:, 0.714,---, 0.0389, seconds ---
385 ,/, 3000 ,epoch,Train loss:, 0.073395, acc:, 0.975, Test loss:, 0.819059, acc:, 0.714,---, 0.0386, seconds ---
